tradition,scenario,arm,level,score
eastern-christianity,BZ-100,A1,3,0.0000
eastern-christianity,BZ-101,A1,0,1.0000
eastern-christianity,BZ-101,A1,1,1.0000
eastern-christianity,BZ-101,A1,2,1.0000
eastern-christianity,BZ-101,A1,3,1.0000
eastern-christianity,BZ-102,A1,0,1.0000
eastern-christianity,BZ-102,A1,1,1.0000
eastern-christianity,BZ-102,A1,2,1.0000
eastern-christianity,BZ-102,A1,3,1.0000
eastern-christianity,BZ-103,A1,0,1.0000
eastern-christianity,BZ-103,A1,1,1.0000
eastern-christianity,BZ-103,A1,2,1.0000
eastern-christianity,BZ-103,A1,3,1.0000
eastern-christianity,BZ-104,A1,0,1.0000
eastern-christianity,BZ-104,A1,1,1.0000
eastern-christianity,BZ-104,A1,2,1.0000
eastern-christianity,BZ-104,A1,3,1.0000
eastern-christianity,BZ-105,A1,0,1.0000
eastern-christianity,BZ-105,A1,1,1.0000
eastern-christianity,BZ-105,A1,2,1.0000
eastern-christianity,BZ-105,A1,3,1.0000
eastern-christianity,BZ-106,A1,0,1.0000
eastern-christianity,BZ-106,A1,1,1.0000
eastern-christianity,BZ-106,A1,2,1.0000
eastern-christianity,BZ-106,A1,3,1.0000
roman-catholicism,COR-001,A1,0,1.0000
roman-catholicism,COR-001,A1,1,1.0000
roman-catholicism,COR-001,A1,2,1.0000
roman-catholicism,COR-001,A1,3,1.0000
roman-catholicism,COR-002,A1,0,-0.1667
roman-catholicism,COR-002,A1,1,-0.2500
roman-catholicism,COR-002,A1,2,-1.0000
roman-catholicism,COR-002,A1,3,-0.3333
roman-catholicism,COR-003,A1,0,0.6667
roman-catholicism,COR-003,A1,1,1.0000
roman-catholicism,COR-003,A1,2,0.3333
roman-catholicism,COR-003,A1,3,0.3333
roman-catholicism,COR-004,A1,0,0.6667
roman-catholicism,COR-004,A1,1,0.6667
roman-catholicism,COR-004,A1,2,0.6667
roman-catholicism,COR-004,A1,3,0.6667
roman-catholicism,COR-005,A1,0,1.0000
roman-catholicism,COR-005,A1,1,1.0000
roman-catholicism,COR-005,A1,2,1.0000
roman-catholicism,COR-005,A1,3,1.0000
roman-catholicism,COR-006,A1,0,0.0000
roman-catholicism,COR-006,A1,1,-0.5833
roman-catholicism,COR-006,A1,2,-0.3333
roman-catholicism,COR-006,A1,3,-1.0000
roman-catholicism,COR-007,A1,0,0.0000
roman-catholicism,COR-007,A1,1,-0.6667
roman-catholicism,COR-007,A1,2,-1.0000
roman-catholicism,COR-007,A1,3,-1.0000
roman-catholicism,COR-008,A1,0,1.0000
roman-catholicism,COR-008,A1,1,1.0000
roman-catholicism,COR-008,A1,2,1.0000
roman-catholicism,COR-008,A1,3,1.0000
roman-catholicism,COR-009,A1,0,0.3333
roman-catholicism,COR-009,A1,1,0.5833
roman-catholicism,COR-009,A1,2,-0.1667
roman-catholicism,COR-009,A1,3,0.5000
roman-catholicism,COR-010,A1,0,0.6667
roman-catholicism,COR-010,A1,1,0.6667
roman-catholicism,COR-010,A1,2,0.6667
roman-catholicism,COR-010,A1,3,0.5833
roman-catholicism,COR-011,A1,0,1.0000
roman-catholicism,COR-011,A1,1,1.0000
roman-catholicism,COR-011,A1,2,1.0000
roman-catholicism,COR-011,A1,3,1.0000
roman-catholicism,COR-012,A1,0,1.0000
roman-catholicism,COR-012,A1,1,1.0000
roman-catholicism,COR-012,A1,2,1.0000
roman-catholicism,COR-012,A1,3,1.0000
roman-catholicism,COR-013,A1,0,0.6667
roman-catholicism,COR-013,A1,1,0.2500
roman-catholicism,COR-013,A1,2,0.0833
roman-catholicism,COR-013,A1,3,0.4167
roman-catholicism,COR-014,A1,0,1.0000
roman-catholicism,COR-014,A1,1,1.0000
roman-catholicism,COR-014,A1,2,0.5833
roman-catholicism,COR-014,A1,3,0.9167
roman-catholicism,COR-015,A1,0,-0.1667
roman-catholicism,COR-015,A1,1,0.6667
roman-catholicism,COR-015,A1,2,0.5833
roman-catholicism,COR-015,A1,3,0.5000
roman-catholicism,COR-016,A1,0,1.0000
roman-catholicism,COR-016,A1,1,1.0000
roman-catholicism,COR-016,A1,2,1.0000
roman-catholicism,COR-016,A1,3,1.0000
roman-catholicism,COR-017,A1,0,1.0000
roman-catholicism,COR-017,A1,1,1.0000
roman-catholicism,COR-017,A1,2,1.0000
roman-catholicism,COR-017,A1,3,1.0000
roman-catholicism,COR-018,A1,0,1.0000
roman-catholicism,COR-018,A1,1,1.0000
roman-catholicism,COR-018,A1,2,1.0000
roman-catholicism,COR-018,A1,3,1.0000
roman-catholicism,COR-019,A1,0,0.3333
roman-catholicism,COR-019,A1,1,0.3333
roman-catholicism,COR-019,A1,2,-0.1667
roman-catholicism,COR-019,A1,3,0.0000
roman-catholicism,COR-020,A1,0,0.7500
roman-catholicism,COR-020,A1,1,0.8333
roman-catholicism,COR-020,A1,2,0.8333
roman-catholicism,COR-020,A1,3,1.0000
roman-catholicism,COR-021,A1,0,1.0000
roman-catholicism,COR-021,A1,1,1.0000
roman-catholicism,COR-021,A1,2,1.0000
roman-catholicism,COR-021,A1,3,1.0000
roman-catholicism,COR-022,A1,0,-1.0000
roman-catholicism,COR-022,A1,1,-0.7500
roman-catholicism,COR-022,A1,2,-1.0000
roman-catholicism,COR-022,A1,3,-0.9167
roman-catholicism,COR-023,A1,0,0.7500
roman-catholicism,COR-023,A1,1,-0.5833
roman-catholicism,COR-023,A1,2,1.0000
roman-catholicism,COR-023,A1,3,0.3333
roman-catholicism,COR-024,A1,0,0.6667
roman-catholicism,COR-024,A1,1,1.0000
roman-catholicism,COR-024,A1,2,0.6667
roman-catholicism,COR-024,A1,3,1.0000
roman-catholicism,COR-025,A1,0,-0.3333
roman-catholicism,COR-025,A1,1,0.0833
roman-catholicism,COR-025,A1,2,-0.7500
roman-catholicism,COR-025,A1,3,-0.7500
roman-catholicism,COR-026,A1,0,0.3333
roman-catholicism,COR-026,A1,1,-0.3333
roman-catholicism,COR-026,A1,2,-0.6667
roman-catholicism,COR-026,A1,3,0.3333
roman-catholicism,COR-027,A1,0,0.1667
roman-catholicism,COR-027,A1,1,-1.0000
roman-catholicism,COR-027,A1,2,-1.0000
roman-catholicism,COR-027,A1,3,-1.0000
roman-catholicism,COR-028,A1,0,0.3333
roman-catholicism,COR-028,A1,1,0.0000
roman-catholicism,COR-028,A1,2,-0.0833
roman-catholicism,COR-028,A1,3,0.2500
roman-catholicism,COR-029,A1,0,1.0000
roman-catholicism,COR-029,A1,1,1.0000
roman-catholicism,COR-029,A1,2,0.6667
roman-catholicism,COR-029,A1,3,0.6667
roman-catholicism,COR-030,A1,0,0.8333
roman-catholicism,COR-030,A1,1,1.0000
roman-catholicism,COR-030,A1,2,1.0000
roman-catholicism,COR-030,A1,3,1.0000
roman-catholicism,COR-031,A1,0,1.0000
roman-catholicism,COR-031,A1,1,1.0000
roman-catholicism,COR-031,A1,2,1.0000
roman-catholicism,COR-031,A1,3,1.0000
roman-catholicism,COR-032,A1,0,0.0000
roman-catholicism,COR-032,A1,1,-0.1667
roman-catholicism,COR-032,A1,2,0.3333
roman-catholicism,COR-032,A1,3,-0.3333
roman-catholicism,COR-033,A1,0,1.0000
roman-catholicism,COR-033,A1,1,1.0000
roman-catholicism,COR-033,A1,2,1.0000
roman-catholicism,COR-033,A1,3,1.0000
roman-catholicism,COR-034,A1,0,1.0000
roman-catholicism,COR-034,A1,1,1.0000
roman-catholicism,COR-034,A1,2,1.0000
roman-catholicism,COR-034,A1,3,1.0000
roman-catholicism,COR-035,A1,0,0.6667
roman-catholicism,COR-035,A1,1,0.6667
roman-catholicism,COR-035,A1,2,0.6667
roman-catholicism,COR-035,A1,3,0.5833
roman-catholicism,COR-036,A1,0,-1.0000
roman-catholicism,COR-036,A1,1,-1.0000
roman-catholicism,COR-036,A1,2,-1.0000
roman-catholicism,COR-036,A1,3,-1.0000
roman-catholicism,COR-037,A1,0,1.0000
roman-catholicism,COR-037,A1,1,1.0000
roman-catholicism,COR-037,A1,2,1.0000
roman-catholicism,COR-037,A1,3,1.0000
roman-catholicism,COR-038,A1,0,1.0000
roman-catholicism,COR-038,A1,1,0.3333
roman-catholicism,COR-038,A1,2,-0.3333
roman-catholicism,COR-038,A1,3,0.6667
roman-catholicism,COR-039,A1,0,1.0000
roman-catholicism,COR-039,A1,1,1.0000
roman-catholicism,COR-039,A1,2,1.0000
roman-catholicism,COR-039,A1,3,1.0000
roman-catholicism,COR-040,A1,0,0.9167
roman-catholicism,COR-040,A1,1,0.9167
roman-catholicism,COR-040,A1,2,1.0000
roman-catholicism,COR-040,A1,3,0.9167
roman-catholicism,COR-041,A1,0,0.7500
roman-catholicism,COR-041,A1,1,1.0000
roman-catholicism,COR-041,A1,2,0.9167
roman-catholicism,COR-041,A1,3,1.0000
roman-catholicism,COR-042,A1,0,0.2500
roman-catholicism,COR-042,A1,1,0.8333
roman-catholicism,COR-042,A1,2,-0.0833
roman-catholicism,COR-042,A1,3,0.5000
roman-catholicism,COR-043,A1,0,1.0000
roman-catholicism,COR-043,A1,1,0.5000
roman-catholicism,COR-043,A1,2,0.5833
roman-catholicism,COR-043,A1,3,0.5000
roman-catholicism,COR-044,A1,0,0.3333
roman-catholicism,COR-044,A1,1,0.6667
roman-catholicism,COR-044,A1,2,0.6667
roman-catholicism,COR-044,A1,3,0.3333
roman-catholicism,COR-045,A1,0,1.0000
roman-catholicism,COR-045,A1,1,0.9167
roman-catholicism,COR-045,A1,2,1.0000
roman-catholicism,COR-045,A1,3,1.0000
roman-catholicism,COR-046,A1,0,0.6667
roman-catholicism,COR-046,A1,1,0.5000
roman-catholicism,COR-046,A1,2,0.3333
roman-catholicism,COR-046,A1,3,0.6667
roman-catholicism,COR-047,A1,0,0.7500
roman-catholicism,COR-047,A1,1,0.5833
roman-catholicism,COR-047,A1,2,0.8333
roman-catholicism,COR-047,A1,3,0.9167
roman-catholicism,COR-048,A1,0,0.5833
roman-catholicism,COR-048,A1,1,0.3333
roman-catholicism,COR-048,A1,2,0.5833
roman-catholicism,COR-048,A1,3,-0.1667
roman-catholicism,COR-049,A1,0,0.6667
roman-catholicism,COR-049,A1,1,0.6667
roman-catholicism,COR-049,A1,2,0.0000
roman-catholicism,COR-049,A1,3,-0.6667
roman-catholicism,COR-050,A1,0,1.0000
roman-catholicism,COR-050,A1,1,1.0000
roman-catholicism,COR-050,A1,2,1.0000
roman-catholicism,COR-050,A1,3,1.0000
roman-catholicism,COR-051,A1,0,1.0000
roman-catholicism,COR-051,A1,1,1.0000
roman-catholicism,COR-051,A1,2,1.0000
roman-catholicism,COR-051,A1,3,1.0000
roman-catholicism,COR-052,A1,0,1.0000
roman-catholicism,COR-052,A1,1,1.0000
roman-catholicism,COR-052,A1,2,1.0000
roman-catholicism,COR-052,A1,3,0.6667
roman-catholicism,COR-053,A1,0,0.6667
roman-catholicism,COR-053,A1,1,0.6667
roman-catholicism,COR-053,A1,2,0.8333
roman-catholicism,COR-053,A1,3,1.0000
roman-catholicism,COR-054,A1,0,1.0000
roman-catholicism,COR-054,A1,1,1.0000
roman-catholicism,COR-054,A1,2,1.0000
roman-catholicism,COR-054,A1,3,1.0000
roman-catholicism,COR-055,A1,0,0.3333
roman-catholicism,COR-055,A1,1,-0.3333
roman-catholicism,COR-055,A1,2,0.0000
roman-catholicism,COR-055,A1,3,-0.3333
roman-catholicism,COR-056,A1,0,0.8333
roman-catholicism,COR-056,A1,1,0.8333
roman-catholicism,COR-056,A1,2,0.6667
roman-catholicism,COR-056,A1,3,0.8333
roman-catholicism,COR-057,A1,0,1.0000
roman-catholicism,COR-057,A1,1,1.0000
roman-catholicism,COR-057,A1,2,1.0000
roman-catholicism,COR-057,A1,3,1.0000
roman-catholicism,COR-058,A1,0,1.0000
roman-catholicism,COR-058,A1,1,1.0000
roman-catholicism,COR-058,A1,2,1.0000
roman-catholicism,COR-058,A1,3,1.0000
roman-catholicism,COR-059,A1,0,0.8333
roman-catholicism,COR-059,A1,1,0.8333
roman-catholicism,COR-059,A1,2,0.6667
roman-catholicism,COR-059,A1,3,0.8333
roman-catholicism,COR-060,A1,0,0.9167
roman-catholicism,COR-060,A1,1,0.3333
roman-catholicism,COR-060,A1,2,0.4167
roman-catholicism,COR-060,A1,3,0.9167
roman-catholicism,COR-061,A1,0,0.6667
roman-catholicism,COR-061,A1,1,1.0000
roman-catholicism,COR-061,A1,2,1.0000
roman-catholicism,COR-061,A1,3,1.0000
roman-catholicism,COR-062,A1,0,-0.5000
roman-catholicism,COR-062,A1,1,-0.1667
roman-catholicism,COR-062,A1,2,-1.0000
roman-catholicism,COR-062,A1,3,-0.3333
roman-catholicism,COR-063,A1,0,0.3333
roman-catholicism,COR-063,A1,1,0.3333
roman-catholicism,COR-063,A1,2,0.4167
roman-catholicism,COR-063,A1,3,0.3333
roman-catholicism,COR-064,A1,0,0.6667
roman-catholicism,COR-064,A1,1,0.6667
roman-catholicism,COR-064,A1,2,0.9167
roman-catholicism,COR-064,A1,3,0.7500
roman-catholicism,COR-065,A1,0,0.7500
roman-catholicism,COR-065,A1,1,0.8333
roman-catholicism,COR-065,A1,2,0.8333
roman-catholicism,COR-065,A1,3,0.7500
roman-catholicism,COR-066,A1,0,0.1667
roman-catholicism,COR-066,A1,1,0.0833
roman-catholicism,COR-066,A1,2,0.0000
roman-catholicism,COR-066,A1,3,0.0833
roman-catholicism,COR-067,A1,0,1.0000
roman-catholicism,COR-067,A1,1,1.0000
roman-catholicism,COR-067,A1,2,1.0000
roman-catholicism,COR-067,A1,3,1.0000
roman-catholicism,COR-068,A1,0,0.9167
roman-catholicism,COR-068,A1,1,0.7500
roman-catholicism,COR-068,A1,2,0.7500
roman-catholicism,COR-068,A1,3,0.7500
roman-catholicism,COR-069,A1,0,1.0000
roman-catholicism,COR-069,A1,1,1.0000
roman-catholicism,COR-069,A1,2,1.0000
roman-catholicism,COR-069,A1,3,1.0000
roman-catholicism,COR-070,A1,0,1.0000
roman-catholicism,COR-070,A1,1,1.0000
roman-catholicism,COR-070,A1,2,1.0000
roman-catholicism,COR-070,A1,3,1.0000
roman-catholicism,COR-071,A1,0,0.3333
roman-catholicism,COR-071,A1,1,0.0833
roman-catholicism,COR-071,A1,2,0.3333
roman-catholicism,COR-071,A1,3,0.1667
roman-catholicism,COR-072,A1,0,1.0000
roman-catholicism,COR-072,A1,1,0.5000
roman-catholicism,COR-072,A1,2,0.6667
roman-catholicism,COR-072,A1,3,0.3333
roman-catholicism,COR-073,A1,0,0.6667
roman-catholicism,COR-073,A1,1,1.0000
roman-catholicism,COR-073,A1,2,0.6667
roman-catholicism,COR-073,A1,3,0.5833
roman-catholicism,COR-074,A1,0,0.6667
roman-catholicism,COR-074,A1,1,0.6667
roman-catholicism,COR-074,A1,2,0.6667
roman-catholicism,COR-074,A1,3,0.6667
roman-catholicism,COR-075,A1,0,-0.6667
roman-catholicism,COR-075,A1,1,-0.6667
roman-catholicism,COR-075,A1,2,-0.6667
roman-catholicism,COR-075,A1,3,-0.6667
roman-catholicism,COR-076,A1,0,1.0000
roman-catholicism,COR-076,A1,1,0.6667
roman-catholicism,COR-076,A1,2,1.0000
roman-catholicism,COR-076,A1,3,1.0000
sunni-islam,JLS-001,A1,0,1.0000
sunni-islam,JLS-001,A1,1,0.6667
sunni-islam,JLS-001,A1,2,1.0000
sunni-islam,JLS-001,A1,3,1.0000
sunni-islam,JLS-002,A1,0,1.0000
sunni-islam,JLS-002,A1,1,0.9167
sunni-islam,JLS-002,A1,2,0.6667
sunni-islam,JLS-002,A1,3,1.0000
sunni-islam,JLS-003,A1,0,1.0000
sunni-islam,JLS-003,A1,1,1.0000
sunni-islam,JLS-003,A1,2,1.0000
sunni-islam,JLS-003,A1,3,1.0000
sunni-islam,JLS-004,A1,0,1.0000
sunni-islam,JLS-004,A1,1,1.0000
sunni-islam,JLS-004,A1,2,1.0000
sunni-islam,JLS-004,A1,3,1.0000
sunni-islam,JLS-005,A1,0,0.3333
sunni-islam,JLS-005,A1,1,0.6667
sunni-islam,JLS-005,A1,2,-0.1667
sunni-islam,JLS-005,A1,3,-0.3333
sunni-islam,JLS-006,A1,0,-0.6667
sunni-islam,JLS-006,A1,1,-0.9167
sunni-islam,JLS-006,A1,2,-1.0000
sunni-islam,JLS-006,A1,3,-1.0000
sunni-islam,JLS-007,A1,0,1.0000
sunni-islam,JLS-007,A1,1,1.0000
sunni-islam,JLS-007,A1,2,1.0000
sunni-islam,JLS-007,A1,3,1.0000
sunni-islam,JLS-008,A1,0,1.0000
sunni-islam,JLS-008,A1,1,1.0000
sunni-islam,JLS-008,A1,2,1.0000
sunni-islam,JLS-008,A1,3,1.0000
sunni-islam,JLS-009,A1,0,1.0000
sunni-islam,JLS-009,A1,1,1.0000
sunni-islam,JLS-009,A1,2,1.0000
sunni-islam,JLS-009,A1,3,0.9167
sunni-islam,JLS-010,A1,0,1.0000
sunni-islam,JLS-010,A1,1,1.0000
sunni-islam,JLS-010,A1,2,1.0000
sunni-islam,JLS-010,A1,3,1.0000
sunni-islam,JLS-011,A1,0,0.6667
sunni-islam,JLS-011,A1,1,1.0000
sunni-islam,JLS-011,A1,2,0.6667
sunni-islam,JLS-011,A1,3,0.6667
sunni-islam,JLS-012,A1,0,0.6667
sunni-islam,JLS-012,A1,1,0.6667
sunni-islam,JLS-012,A1,2,0.6667
sunni-islam,JLS-012,A1,3,0.6667
sunni-islam,JLS-013,A1,0,1.0000
sunni-islam,JLS-013,A1,1,1.0000
sunni-islam,JLS-013,A1,2,1.0000
sunni-islam,JLS-013,A1,3,0.6667
sunni-islam,JLS-014,A1,0,0.0000
sunni-islam,JLS-014,A1,1,0.0833
sunni-islam,JLS-014,A1,2,-0.2500
sunni-islam,JLS-014,A1,3,0.0000
sunni-islam,JLS-015,A1,0,1.0000
sunni-islam,JLS-015,A1,1,1.0000
sunni-islam,JLS-015,A1,2,1.0000
sunni-islam,JLS-015,A1,3,0.6667
sunni-islam,JLS-016,A1,0,0.0000
sunni-islam,JLS-016,A1,1,-1.0000
sunni-islam,JLS-016,A1,2,-1.0000
sunni-islam,JLS-016,A1,3,-1.0000
sunni-islam,JLS-017,A1,0,0.6667
sunni-islam,JLS-017,A1,1,0.6667
sunni-islam,JLS-017,A1,2,0.6667
sunni-islam,JLS-017,A1,3,0.6667
sunni-islam,JLS-018,A1,0,0.6667
sunni-islam,JLS-018,A1,1,0.3333
sunni-islam,JLS-018,A1,2,-0.3333
sunni-islam,JLS-018,A1,3,0.3333
sunni-islam,JLS-019,A1,0,1.0000
sunni-islam,JLS-019,A1,1,1.0000
sunni-islam,JLS-019,A1,2,1.0000
sunni-islam,JLS-019,A1,3,1.0000
sunni-islam,JLS-020,A1,0,0.3333
sunni-islam,JLS-020,A1,1,0.2500
sunni-islam,JLS-020,A1,2,0.3333
sunni-islam,JLS-020,A1,3,0.3333
sunni-islam,JLS-021,A1,0,1.0000
sunni-islam,JLS-021,A1,1,0.6667
sunni-islam,JLS-021,A1,2,0.6667
sunni-islam,JLS-021,A1,3,1.0000
sunni-islam,JLS-022,A1,0,1.0000
sunni-islam,JLS-022,A1,1,1.0000
sunni-islam,JLS-022,A1,2,1.0000
sunni-islam,JLS-022,A1,3,1.0000
sunni-islam,JLS-023,A1,0,0.6667
sunni-islam,JLS-023,A1,1,0.7500
sunni-islam,JLS-023,A1,2,0.9167
sunni-islam,JLS-023,A1,3,0.6667
sunni-islam,JLS-024,A1,0,-0.3333
sunni-islam,JLS-024,A1,1,0.3333
sunni-islam,JLS-024,A1,2,-0.2500
sunni-islam,JLS-024,A1,3,-0.5833
sunni-islam,JLS-025,A1,0,0.6667
sunni-islam,JLS-025,A1,1,1.0000
sunni-islam,JLS-025,A1,2,0.6667
sunni-islam,JLS-025,A1,3,0.6667
sunni-islam,JLS-026,A1,0,0.0833
sunni-islam,JLS-026,A1,1,0.3333
sunni-islam,JLS-026,A1,2,0.0000
sunni-islam,JLS-026,A1,3,-0.4167
sunni-islam,JLS-027,A1,0,1.0000
sunni-islam,JLS-027,A1,1,1.0000
sunni-islam,JLS-027,A1,2,1.0000
sunni-islam,JLS-027,A1,3,1.0000
sunni-islam,JLS-028,A1,0,0.6667
sunni-islam,JLS-028,A1,1,0.6667
sunni-islam,JLS-028,A1,2,0.6667
sunni-islam,JLS-028,A1,3,0.3333
sunni-islam,JLS-029,A1,0,1.0000
sunni-islam,JLS-029,A1,1,1.0000
sunni-islam,JLS-029,A1,2,1.0000
sunni-islam,JLS-029,A1,3,1.0000
sunni-islam,JLS-030,A1,0,1.0000
sunni-islam,JLS-030,A1,1,1.0000
sunni-islam,JLS-030,A1,2,0.9167
sunni-islam,JLS-030,A1,3,1.0000
sunni-islam,JLS-031,A1,0,1.0000
sunni-islam,JLS-031,A1,1,0.6667
sunni-islam,JLS-031,A1,2,0.4167
sunni-islam,JLS-031,A1,3,0.6667
sunni-islam,JLS-032,A1,0,1.0000
sunni-islam,JLS-032,A1,1,1.0000
sunni-islam,JLS-032,A1,2,1.0000
sunni-islam,JLS-032,A1,3,1.0000
sunni-islam,JLS-033,A1,0,0.6667
sunni-islam,JLS-033,A1,1,1.0000
sunni-islam,JLS-033,A1,2,1.0000
sunni-islam,JLS-033,A1,3,0.6667
sunni-islam,JLS-034,A1,0,0.6667
sunni-islam,JLS-034,A1,1,0.5833
sunni-islam,JLS-034,A1,2,0.5833
sunni-islam,JLS-034,A1,3,0.5000
sunni-islam,JLS-035,A1,0,1.0000
sunni-islam,JLS-035,A1,1,1.0000
sunni-islam,JLS-035,A1,2,1.0000
sunni-islam,JLS-035,A1,3,1.0000
sunni-islam,JLS-036,A1,0,0.2500
sunni-islam,JLS-036,A1,1,0.9167
sunni-islam,JLS-036,A1,2,1.0000
sunni-islam,JLS-036,A1,3,0.0000
sunni-islam,JLS-037,A1,0,0.6667
sunni-islam,JLS-037,A1,1,0.3333
sunni-islam,JLS-037,A1,2,0.6667
sunni-islam,JLS-037,A1,3,0.3333
sunni-islam,JLS-038,A1,0,-0.9167
sunni-islam,JLS-038,A1,1,-0.5833
sunni-islam,JLS-038,A1,2,-0.9167
sunni-islam,JLS-038,A1,3,-0.9167
sunni-islam,JLS-039,A1,0,0.3333
sunni-islam,JLS-039,A1,1,-0.2500
sunni-islam,JLS-039,A1,2,-1.0000
sunni-islam,JLS-039,A1,3,-0.5833
sunni-islam,JLS-040,A1,0,-0.6667
sunni-islam,JLS-040,A1,1,-1.0000
sunni-islam,JLS-040,A1,2,-0.7500
sunni-islam,JLS-040,A1,3,-0.6667
sunni-islam,JLS-041,A1,0,1.0000
sunni-islam,JLS-041,A1,1,0.6667
sunni-islam,JLS-041,A1,2,0.6667
sunni-islam,JLS-041,A1,3,0.6667
sunni-islam,JLS-042,A1,0,1.0000
sunni-islam,JLS-042,A1,1,1.0000
sunni-islam,JLS-042,A1,2,1.0000
sunni-islam,JLS-042,A1,3,1.0000
sunni-islam,JLS-043,A1,0,0.3333
sunni-islam,JLS-043,A1,1,0.3333
sunni-islam,JLS-043,A1,2,-0.3333
sunni-islam,JLS-043,A1,3,0.0000
sunni-islam,JLS-044,A1,0,0.3333
sunni-islam,JLS-044,A1,1,0.0833
sunni-islam,JLS-044,A1,2,0.0000
sunni-islam,JLS-044,A1,3,0.3333
sunni-islam,JLS-045,A1,0,1.0000
sunni-islam,JLS-045,A1,1,0.3333
sunni-islam,JLS-045,A1,2,0.3333
sunni-islam,JLS-045,A1,3,1.0000
sunni-islam,JLS-046,A1,0,0.0000
sunni-islam,JLS-046,A1,1,0.0000
sunni-islam,JLS-046,A1,2,0.3333
sunni-islam,JLS-046,A1,3,-0.6667
sunni-islam,JLS-047,A1,0,1.0000
sunni-islam,JLS-047,A1,1,1.0000
sunni-islam,JLS-047,A1,2,1.0000
sunni-islam,JLS-047,A1,3,1.0000
sunni-islam,JLS-048,A1,0,0.0000
sunni-islam,JLS-048,A1,1,-0.3333
sunni-islam,JLS-048,A1,2,-0.3333
sunni-islam,JLS-048,A1,3,0.3333
sunni-islam,JLS-049,A1,0,1.0000
sunni-islam,JLS-049,A1,1,1.0000
sunni-islam,JLS-049,A1,2,0.6667
sunni-islam,JLS-049,A1,3,1.0000
sunni-islam,JLS-050,A1,0,0.6667
sunni-islam,JLS-050,A1,1,0.3333
sunni-islam,JLS-050,A1,2,0.6667
sunni-islam,JLS-050,A1,3,0.3333
sunni-islam,JLS-051,A1,0,0.4167
sunni-islam,JLS-051,A1,1,0.6667
sunni-islam,JLS-051,A1,2,0.6667
sunni-islam,JLS-051,A1,3,0.3333
sunni-islam,JLS-052,A1,0,0.6667
sunni-islam,JLS-052,A1,1,0.6667
sunni-islam,JLS-052,A1,2,0.6667
sunni-islam,JLS-052,A1,3,0.6667
sunni-islam,JLS-053,A1,0,0.3333
sunni-islam,JLS-053,A1,1,0.0000
sunni-islam,JLS-053,A1,2,0.6667
sunni-islam,JLS-053,A1,3,0.0000
sunni-islam,JLS-054,A1,0,0.6667
sunni-islam,JLS-054,A1,1,1.0000
sunni-islam,JLS-054,A1,2,0.6667
sunni-islam,JLS-054,A1,3,1.0000
sunni-islam,JLS-055,A1,0,0.3333
sunni-islam,JLS-055,A1,1,0.6667
sunni-islam,JLS-055,A1,2,0.3333
sunni-islam,JLS-055,A1,3,0.3333
sunni-islam,JLS-056,A1,0,-0.6667
sunni-islam,JLS-056,A1,1,-0.6667
sunni-islam,JLS-056,A1,2,-1.0000
sunni-islam,JLS-056,A1,3,-0.7500
sunni-islam,JLS-057,A1,0,1.0000
sunni-islam,JLS-057,A1,1,0.8333
sunni-islam,JLS-057,A1,2,0.8333
sunni-islam,JLS-057,A1,3,0.7500
sunni-islam,JLS-058,A1,0,1.0000
sunni-islam,JLS-058,A1,1,0.3333
sunni-islam,JLS-058,A1,2,0.3333
sunni-islam,JLS-058,A1,3,0.6667
sunni-islam,JLS-059,A1,0,-0.2500
sunni-islam,JLS-059,A1,1,0.0000
sunni-islam,JLS-059,A1,2,0.0833
sunni-islam,JLS-059,A1,3,0.0000
sunni-islam,JLS-060,A1,0,1.0000
sunni-islam,JLS-060,A1,1,1.0000
sunni-islam,JLS-060,A1,2,1.0000
sunni-islam,JLS-060,A1,3,0.3333
sunni-islam,JLS-061,A1,0,-1.0000
sunni-islam,JLS-061,A1,1,-0.6667
sunni-islam,JLS-061,A1,2,-1.0000
sunni-islam,JLS-061,A1,3,-0.6667
sunni-islam,JLS-062,A1,0,0.0000
sunni-islam,JLS-062,A1,1,0.2500
sunni-islam,JLS-062,A1,2,-0.3333
sunni-islam,JLS-062,A1,3,0.0000
sunni-islam,JLS-063,A1,0,0.0000
sunni-islam,JLS-063,A1,1,0.6667
sunni-islam,JLS-063,A1,2,0.6667
sunni-islam,JLS-063,A1,3,0.3333
sunni-islam,JLS-064,A1,0,0.3333
sunni-islam,JLS-064,A1,1,-1.0000
sunni-islam,JLS-064,A1,2,-0.6667
sunni-islam,JLS-064,A1,3,-1.0000
sunni-islam,JLS-065,A1,0,0.0000
sunni-islam,JLS-065,A1,1,0.8333
sunni-islam,JLS-065,A1,2,0.6667
sunni-islam,JLS-065,A1,3,0.7500
sunni-islam,JLS-066,A1,0,0.0000
sunni-islam,JLS-066,A1,1,0.0833
sunni-islam,JLS-066,A1,2,-0.3333
sunni-islam,JLS-066,A1,3,0.0000
sunni-islam,JLS-067,A1,0,1.0000
sunni-islam,JLS-067,A1,1,1.0000
sunni-islam,JLS-067,A1,2,0.6667
sunni-islam,JLS-067,A1,3,0.3333
sunni-islam,JLS-068,A1,0,0.3333
sunni-islam,JLS-068,A1,1,0.6667
sunni-islam,JLS-068,A1,2,0.4167
sunni-islam,JLS-068,A1,3,0.0000
sunni-islam,JLS-069,A1,0,1.0000
sunni-islam,JLS-069,A1,1,1.0000
